DATAFLOW,FREQ: Frequency,TIME_PERIOD: Time,GEO_PICT: Pacific Island Countries and territories,INDICATOR: Indicator,RANGE: Range,OBS_VALUE,UNIT_MEASURE: Unit of measure,UNIT_MULT: Unit multiplier,OBS_STATUS: Observation Status,DATA_SOURCE: Data source,OBS_COMMENT: Comment
SPC:DF_POP_COAST(2.0),A: Annual,2013,_TXPNG: Pacific region (excluding PNG),COASTALPOPAF: Coastal population in absolute frequency,5KM: 5km from coasts,2863000,N: units,,E: Estimated value,,
SPC:DF_POP_COAST(2.0),A: Annual,2014,_TXPNG: Pacific region (excluding PNG),COASTALPOPAF: Coastal population in absolute frequency,5KM: 5km from coasts,2892000,N: units,,E: Estimated value,,
SPC:DF_POP_COAST(2.0),A: Annual,2015,_TXPNG: Pacific region (excluding PNG),COASTALPOPAF: Coastal population in absolute frequency,5KM: 5km from coasts,2919000,N: units,,E: Estimated value,,
SPC:DF_POP_COAST(2.0),A: Annual,2016,_TXPNG: Pacific region (excluding PNG),COASTALPOPAF: Coastal population in absolute frequency,5KM: 5km from coasts,2946000,N: units,,E: Estimated value,,
SPC:DF_POP_COAST(2.0),A: Annual,2017,_TXPNG: Pacific region (excluding PNG),COASTALPOPAF: Coastal population in absolute frequency,5KM: 5km from coasts,2975000,N: units,,E: Estimated value,,
SPC:DF_POP_COAST(2.0),A: Annual,2018,_TXPNG: Pacific region (excluding PNG),COASTALPOPAF: Coastal population in absolute frequency,5KM: 5km from coasts,3004000,N: units,,E: Estimated value,,
SPC:DF_POP_COAST(2.0),A: Annual,2019,_TXPNG: Pacific region (excluding PNG),COASTALPOPAF: Coastal population in absolute frequency,5KM: 5km from coasts,3034000,N: units,,E: Estimated value,,
SPC:DF_POP_COAST(2.0),A: Annual,2020,_TXPNG: Pacific region (excluding PNG),COASTALPOPAF: Coastal population in absolute frequency,5KM: 5km from coasts,3064000,N: units,,E: Estimated value,,
SPC:DF_POP_COAST(2.0),A: Annual,2021,_TXPNG: Pacific region (excluding PNG),COASTALPOPAF: Coastal population in absolute frequency,5KM: 5km from coasts,3095000,N: units,,E: Estimated value,,
SPC:DF_POP_COAST(2.0),A: Annual,2010,WF: Wallis and Futuna,COASTALPOPAF: Coastal population in absolute frequency,1KM: 1km from coasts,9063,N: units,,E: Estimated value,,Percentage of coastal population based on 2013 census. Population data from census matched to census/administrative boundaries.
SPC:DF_POP_COAST(2.0),A: Annual,2011,WF: Wallis and Futuna,COASTALPOPAF: Coastal population in absolute frequency,1KM: 1km from coasts,8860,N: units,,E: Estimated value,,Percentage of coastal population based on 2013 census. Population data from census matched to census/administrative boundaries.
SPC:DF_POP_COAST(2.0),A: Annual,2012,WF: Wallis and Futuna,COASTALPOPAF: Coastal population in absolute frequency,1KM: 1km from coasts,8664,N: units,,E: Estimated value,,Percentage of coastal population based on 2013 census. Population data from census matched to census/administrative boundaries.
SPC:DF_POP_COAST(2.0),A: Annual,2013,WF: Wallis and Futuna,COASTALPOPAF: Coastal population in absolute frequency,1KM: 1km from coasts,8462,N: units,,E: Estimated value,,Percentage of coastal population based on 2013 census. Population data from census matched to census/administrative boundaries.
SPC:DF_POP_COAST(2.0),A: Annual,2014,WF: Wallis and Futuna,COASTALPOPAF: Coastal population in absolute frequency,1KM: 1km from coasts,8266,N: units,,E: Estimated value,,Percentage of coastal population based on 2013 census. Population data from census matched to census/administrative boundaries.
SPC:DF_POP_COAST(2.0),A: Annual,2015,WF: Wallis and Futuna,COASTALPOPAF: Coastal population in absolute frequency,1KM: 1km from coasts,8064,N: units,,E: Estimated value,,Percentage of coastal population based on 2013 census. Population data from census matched to census/administrative boundaries.
SPC:DF_POP_COAST(2.0),A: Annual,2016,WF: Wallis and Futuna,COASTALPOPAF: Coastal population in absolute frequency,1KM: 1km from coasts,7976,N: units,,E: Estimated value,,Percentage of coastal population based on 2013 census. Population data from census matched to census/administrative boundaries.
SPC:DF_POP_COAST(2.0),A: Annual,2017,WF: Wallis and Futuna,COASTALPOPAF: Coastal population in absolute frequency,1KM: 1km from coasts,7888,N: units,,E: Estimated value,,Percentage of coastal population based on 2013 census. Population data from census matched to census/administrative boundaries.
SPC:DF_POP_COAST(2.0),A: Annual,2018,WF: Wallis and Futuna,COASTALPOPAF: Coastal population in absolute frequency,1KM: 1km from coasts,7800,N: units,,E: Estimated value,,Percentage of coastal population based on 2013 census. Population data from census matched to census/administrative boundaries.
SPC:DF_POP_COAST(2.0),A: Annual,2019,WF: Wallis and Futuna,COASTALPOPAF: Coastal population in absolute frequency,1KM: 1km from coasts,7762,N: units,,E: Estimated value,,Percentage of coastal population based on 2013 census. Population data from census matched to census/administrative boundaries.
SPC:DF_POP_COAST(2.0),A: Annual,2020,WF: Wallis and Futuna,COASTALPOPAF: Coastal population in absolute frequency,1KM: 1km from coasts,7720,N: units,,E: Estimated value,,Percentage of coastal population based on 2013 census. Population data from census matched to census/administrative boundaries.
SPC:DF_POP_COAST(2.0),A: Annual,2021,WF: Wallis and Futuna,COASTALPOPAF: Coastal population in absolute frequency,1KM: 1km from coasts,7672,N: units,,E: Estimated value,,Percentage of coastal population based on 2013 census. Population data from census matched to census/administrative boundaries.
SPC:DF_POP_COAST(2.0),A: Annual,2010,NR: Nauru,COASTALPOPRF: Coastal population in relative frequency,5KM: 5km from coasts,100,PERCENT: percent,,E: Estimated value,,Percentage of coastal population based on 2011 census. Population data from census matched to census/administrative boundaries with additional manual exclusion of three Census Enumeration Areas not falling into coastal buffers.
SPC:DF_POP_COAST(2.0),A: Annual,2011,NR: Nauru,COASTALPOPRF: Coastal population in relative frequency,5KM: 5km from coasts,100,PERCENT: percent,,E: Estimated value,,Percentage of coastal population based on 2011 census. Population data from census matched to census/administrative boundaries with additional manual exclusion of three Census Enumeration Areas not falling into coastal buffers.
SPC:DF_POP_COAST(2.0),A: Annual,2012,NR: Nauru,COASTALPOPRF: Coastal population in relative frequency,5KM: 5km from coasts,100,PERCENT: percent,,E: Estimated value,,Percentage of coastal population based on 2011 census. Population data from census matched to census/administrative boundaries with additional manual exclusion of three Census Enumeration Areas not falling into coastal buffers.
SPC:DF_POP_COAST(2.0),A: Annual,2013,NR: Nauru,COASTALPOPRF: Coastal population in relative frequency,5KM: 5km from coasts,100,PERCENT: percent,,E: Estimated value,,Percentage of coastal population based on 2011 census. Population data from census matched to census/administrative boundaries with additional manual exclusion of three Census Enumeration Areas not falling into coastal buffers.
SPC:DF_POP_COAST(2.0),A: Annual,2014,NR: Nauru,COASTALPOPRF: Coastal population in relative frequency,5KM: 5km from coasts,100,PERCENT: percent,,E: Estimated value,,Percentage of coastal population based on 2011 census. Population data from census matched to census/administrative boundaries with additional manual exclusion of three Census Enumeration Areas not falling into coastal buffers.
SPC:DF_POP_COAST(2.0),A: Annual,2015,NR: Nauru,COASTALPOPRF: Coastal population in relative frequency,5KM: 5km from coasts,100,PERCENT: percent,,E: Estimated value,,Percentage of coastal population based on 2011 census. Population data from census matched to census/administrative boundaries with additional manual exclusion of three Census Enumeration Areas not falling into coastal buffers.
SPC:DF_POP_COAST(2.0),A: Annual,2016,NR: Nauru,COASTALPOPRF: Coastal population in relative frequency,5KM: 5km from coasts,100,PERCENT: percent,,E: Estimated value,,Percentage of coastal population based on 2011 census. Population data from census matched to census/administrative boundaries with additional manual exclusion of three Census Enumeration Areas not falling into coastal buffers.
SPC:DF_POP_COAST(2.0),A: Annual,2017,NR: Nauru,COASTALPOPRF: Coastal population in relative frequency,5KM: 5km from coasts,100,PERCENT: percent,,E: Estimated value,,Percentage of coastal population based on 2011 census. Population data from census matched to census/administrative boundaries with additional manual exclusion of three Census Enumeration Areas not falling into coastal buffers.
SPC:DF_POP_COAST(2.0),A: Annual,2018,NR: Nauru,COASTALPOPRF: Coastal population in relative frequency,5KM: 5km from coasts,100,PERCENT: percent,,E: Estimated value,,Percentage of coastal population based on 2011 census. Population data from census matched to census/administrative boundaries with additional manual exclusion of three Census Enumeration Areas not falling into coastal buffers.
SPC:DF_POP_COAST(2.0),A: Annual,2019,NR: Nauru,COASTALPOPRF: Coastal population in relative frequency,5KM: 5km from coasts,100,PERCENT: percent,,E: Estimated value,,Percentage of coastal population based on 2011 census. Population data from census matched to census/administrative boundaries with additional manual exclusion of three Census Enumeration Areas not falling into coastal buffers.
SPC:DF_POP_COAST(2.0),A: Annual,2020,NR: Nauru,COASTALPOPRF: Coastal population in relative frequency,5KM: 5km from coasts,100,PERCENT: percent,,E: Estimated value,,Percentage of coastal population based on 2011 census. Population data from census matched to census/administrative boundaries with additional manual exclusion of three Census Enumeration Areas not falling into coastal buffers.
SPC:DF_POP_COAST(2.0),A: Annual,2021,NR: Nauru,COASTALPOPRF: Coastal population in relative frequency,5KM: 5km from coasts,100,PERCENT: percent,,E: Estimated value,,Percentage of coastal population based on 2011 census. Population data from census matched to census/administrative boundaries with additional manual exclusion of three Census Enumeration Areas not falling into coastal buffers.
SPC:DF_POP_COAST(2.0),A: Annual,2010,WF: Wallis and Futuna,COASTALPOPAF: Coastal population in absolute frequency,10KM: 10km from coasts,13430,N: units,,E: Estimated value,,Percentage of coastal population based on 2013 census. Population data from census matched to census/administrative boundaries.
SPC:DF_POP_COAST(2.0),A: Annual,2011,WF: Wallis and Futuna,COASTALPOPAF: Coastal population in absolute frequency,10KM: 10km from coasts,13130,N: units,,E: Estimated value,,Percentage of coastal population based on 2013 census. Population data from census matched to census/administrative boundaries.
SPC:DF_POP_COAST(2.0),A: Annual,2012,WF: Wallis and Futuna,COASTALPOPAF: Coastal population in absolute frequency,10KM: 10km from coasts,12840,N: units,,E: Estimated value,,Percentage of coastal population based on 2013 census. Population data from census matched to census/administrative boundaries.
SPC:DF_POP_COAST(2.0),A: Annual,2013,WF: Wallis and Futuna,COASTALPOPAF: Coastal population in absolute frequency,10KM: 10km from coasts,12540,N: units,,E: Estimated value,,Percentage of coastal population based on 2013 census. Population data from census matched to census/administrative boundaries.
SPC:DF_POP_COAST(2.0),A: Annual,2014,WF: Wallis and Futuna,COASTALPOPAF: Coastal population in absolute frequency,10KM: 10km from coasts,12250,N: units,,E: Estimated value,,Percentage of coastal population based on 2013 census. Population data from census matched to census/administrative boundaries.
SPC:DF_POP_COAST(2.0),A: Annual,2015,WF: Wallis and Futuna,COASTALPOPAF: Coastal population in absolute frequency,10KM: 10km from coasts,11950,N: units,,E: Estimated value,,Percentage of coastal population based on 2013 census. Population data from census matched to census/administrative boundaries.
SPC:DF_POP_COAST(2.0),A: Annual,2016,WF: Wallis and Futuna,COASTALPOPAF: Coastal population in absolute frequency,10KM: 10km from coasts,11820,N: units,,E: Estimated value,,Percentage of coastal population based on 2013 census. Population data from census matched to census/administrative boundaries.
SPC:DF_POP_COAST(2.0),A: Annual,2017,WF: Wallis and Futuna,COASTALPOPAF: Coastal population in absolute frequency,10KM: 10km from coasts,11690,N: units,,E: Estimated value,,Percentage of coastal population based on 2013 census. Population data from census matched to census/administrative boundaries.
SPC:DF_POP_COAST(2.0),A: Annual,2018,WF: Wallis and Futuna,COASTALPOPAF: Coastal population in absolute frequency,10KM: 10km from coasts,11559,N: units,,E: Estimated value,,Percentage of coastal population based on 2013 census. Population data from census matched to census/administrative boundaries.
SPC:DF_POP_COAST(2.0),A: Annual,2019,WF: Wallis and Futuna,COASTALPOPAF: Coastal population in absolute frequency,10KM: 10km from coasts,11502,N: units,,E: Estimated value,,Percentage of coastal population based on 2013 census. Population data from census matched to census/administrative boundaries.
SPC:DF_POP_COAST(2.0),A: Annual,2020,WF: Wallis and Futuna,COASTALPOPAF: Coastal population in absolute frequency,10KM: 10km from coasts,11441,N: units,,E: Estimated value,,Percentage of coastal population based on 2013 census. Population data from census matched to census/administrative boundaries.
SPC:DF_POP_COAST(2.0),A: Annual,2021,WF: Wallis and Futuna,COASTALPOPAF: Coastal population in absolute frequency,10KM: 10km from coasts,11369,N: units,,E: Estimated value,,Percentage of coastal population based on 2013 census. Population data from census matched to census/administrative boundaries.
SPC:DF_POP_COAST(2.0),A: Annual,2010,NR: Nauru,COASTALPOPAF: Coastal population in absolute frequency,5KM: 5km from coasts,10030,N: units,,E: Estimated value,,Percentage of coastal population based on 2011 census. Population data from census matched to census/administrative boundaries with additional manual exclusion of three Census Enumeration Areas not falling into coastal buffers.
SPC:DF_POP_COAST(2.0),A: Annual,2011,NR: Nauru,COASTALPOPAF: Coastal population in absolute frequency,5KM: 5km from coasts,10200,N: units,,E: Estimated value,,Percentage of coastal population based on 2011 census. Population data from census matched to census/administrative boundaries with additional manual exclusion of three Census Enumeration Areas not falling into coastal buffers.
SPC:DF_POP_COAST(2.0),A: Annual,2012,NR: Nauru,COASTALPOPAF: Coastal population in absolute frequency,5KM: 5km from coasts,10370,N: units,,E: Estimated value,,Percentage of coastal population based on 2011 census. Population data from census matched to census/administrative boundaries with additional manual exclusion of three Census Enumeration Areas not falling into coastal buffers.
SPC:DF_POP_COAST(2.0),A: Annual,2013,NR: Nauru,COASTALPOPAF: Coastal population in absolute frequency,5KM: 5km from coasts,10540,N: units,,E: Estimated value,,Percentage of coastal population based on 2011 census. Population data from census matched to census/administrative boundaries with additional manual exclusion of three Census Enumeration Areas not falling into coastal buffers.
SPC:DF_POP_COAST(2.0),A: Annual,2014,NR: Nauru,COASTALPOPAF: Coastal population in absolute frequency,5KM: 5km from coasts,10710,N: units,,E: Estimated value,,Percentage of coastal population based on 2011 census. Population data from census matched to census/administrative boundaries with additional manual exclusion of three Census Enumeration Areas not falling into coastal buffers.
SPC:DF_POP_COAST(2.0),A: Annual,2015,NR: Nauru,COASTALPOPAF: Coastal population in absolute frequency,5KM: 5km from coasts,10880,N: units,,E: Estimated value,,Percentage of coastal population based on 2011 census. Population data from census matched to census/administrative boundaries with additional manual exclusion of three Census Enumeration Areas not falling into coastal buffers.
SPC:DF_POP_COAST(2.0),A: Annual,2016,NR: Nauru,COASTALPOPAF: Coastal population in absolute frequency,5KM: 5km from coasts,11060,N: units,,E: Estimated value,,Percentage of coastal population based on 2011 census. Population data from census matched to census/administrative boundaries with additional manual exclusion of three Census Enumeration Areas not falling into coastal buffers.
SPC:DF_POP_COAST(2.0),A: Annual,2017,NR: Nauru,COASTALPOPAF: Coastal population in absolute frequency,5KM: 5km from coasts,11230,N: units,,E: Estimated value,,Percentage of coastal population based on 2011 census. Population data from census matched to census/administrative boundaries with additional manual exclusion of three Census Enumeration Areas not falling into coastal buffers.
SPC:DF_POP_COAST(2.0),A: Annual,2018,NR: Nauru,COASTALPOPAF: Coastal population in absolute frequency,5KM: 5km from coasts,11400,N: units,,E: Estimated value,,Percentage of coastal population based on 2011 census. Population data from census matched to census/administrative boundaries with additional manual exclusion of three Census Enumeration Areas not falling into coastal buffers.
SPC:DF_POP_COAST(2.0),A: Annual,2019,NR: Nauru,COASTALPOPAF: Coastal population in absolute frequency,5KM: 5km from coasts,11505,N: units,,E: Estimated value,,Percentage of coastal population based on 2011 census. Population data from census matched to census/administrative boundaries with additional manual exclusion of three Census Enumeration Areas not falling into coastal buffers.
SPC:DF_POP_COAST(2.0),A: Annual,2020,NR: Nauru,COASTALPOPAF: Coastal population in absolute frequency,5KM: 5km from coasts,11690,N: units,,E: Estimated value,,Percentage of coastal population based on 2011 census. Population data from census matched to census/administrative boundaries with additional manual exclusion of three Census Enumeration Areas not falling into coastal buffers.
SPC:DF_POP_COAST(2.0),A: Annual,2021,NR: Nauru,COASTALPOPAF: Coastal population in absolute frequency,5KM: 5km from coasts,11832,N: units,,E: Estimated value,,Percentage of coastal population based on 2011 census. Population data from census matched to census/administrative boundaries with additional manual exclusion of three Census Enumeration Areas not falling into coastal buffers.
SPC:DF_POP_COAST(2.0),A: Annual,2010,PN: Pitcairn,COASTALPOPRF: Coastal population in relative frequency,5KM: 5km from coasts,100,PERCENT: percent,,E: Estimated value,,Percentage of coastal population based on 2012 census. Population data from census matched to census/administrative boundaries.
SPC:DF_POP_COAST(2.0),A: Annual,2011,PN: Pitcairn,COASTALPOPRF: Coastal population in relative frequency,5KM: 5km from coasts,100,PERCENT: percent,,E: Estimated value,,Percentage of coastal population based on 2012 census. Population data from census matched to census/administrative boundaries.
SPC:DF_POP_COAST(2.0),A: Annual,2012,PN: Pitcairn,COASTALPOPRF: Coastal population in relative frequency,5KM: 5km from coasts,100,PERCENT: percent,,E: Estimated value,,Percentage of coastal population based on 2012 census. Population data from census matched to census/administrative boundaries.
SPC:DF_POP_COAST(2.0),A: Annual,2013,PN: Pitcairn,COASTALPOPRF: Coastal population in relative frequency,5KM: 5km from coasts,100,PERCENT: percent,,E: Estimated value,,Percentage of coastal population based on 2012 census. Population data from census matched to census/administrative boundaries.
SPC:DF_POP_COAST(2.0),A: Annual,2014,PN: Pitcairn,COASTALPOPRF: Coastal population in relative frequency,5KM: 5km from coasts,100,PERCENT: percent,,E: Estimated value,,Percentage of coastal population based on 2012 census. Population data from census matched to census/administrative boundaries.
SPC:DF_POP_COAST(2.0),A: Annual,2015,PN: Pitcairn,COASTALPOPRF: Coastal population in relative frequency,5KM: 5km from coasts,100,PERCENT: percent,,E: Estimated value,,Percentage of coastal population based on 2012 census. Population data from census matched to census/administrative boundaries.
SPC:DF_POP_COAST(2.0),A: Annual,2016,PN: Pitcairn,COASTALPOPRF: Coastal population in relative frequency,5KM: 5km from coasts,100,PERCENT: percent,,E: Estimated value,,Percentage of coastal population based on 2012 census. Population data from census matched to census/administrative boundaries.
SPC:DF_POP_COAST(2.0),A: Annual,2017,PN: Pitcairn,COASTALPOPRF: Coastal population in relative frequency,5KM: 5km from coasts,100,PERCENT: percent,,E: Estimated value,,Percentage of coastal population based on 2012 census. Population data from census matched to census/administrative boundaries.
SPC:DF_POP_COAST(2.0),A: Annual,2018,PN: Pitcairn,COASTALPOPRF: Coastal population in relative frequency,5KM: 5km from coasts,100,PERCENT: percent,,E: Estimated value,,Percentage of coastal population based on 2012 census. Population data from census matched to census/administrative boundaries.
SPC:DF_POP_COAST(2.0),A: Annual,2019,PN: Pitcairn,COASTALPOPRF: Coastal population in relative frequency,5KM: 5km from coasts,100,PERCENT: percent,,E: Estimated value,,Percentage of coastal population based on 2012 census. Population data from census matched to census/administrative boundaries.
SPC:DF_POP_COAST(2.0),A: Annual,2020,PN: Pitcairn,COASTALPOPRF: Coastal population in relative frequency,5KM: 5km from coasts,100,PERCENT: percent,,E: Estimated value,,Percentage of coastal population based on 2012 census. Population data from census matched to census/administrative boundaries.
SPC:DF_POP_COAST(2.0),A: Annual,2021,PN: Pitcairn,COASTALPOPRF: Coastal population in relative frequency,5KM: 5km from coasts,100,PERCENT: percent,,E: Estimated value,,Percentage of coastal population based on 2012 census. Population data from census matched to census/administrative boundaries.
SPC:DF_POP_COAST(2.0),A: Annual,2010,KI: Kiribati,COASTALPOPAF: Coastal population in absolute frequency,5KM: 5km from coasts,102700,N: units,,E: Estimated value,,Percentage of coastal population based on 2015 census. 100% coastal.
SPC:DF_POP_COAST(2.0),A: Annual,2011,KI: Kiribati,COASTALPOPAF: Coastal population in absolute frequency,5KM: 5km from coasts,104000,N: units,,E: Estimated value,,Percentage of coastal population based on 2015 census. 100% coastal.
SPC:DF_POP_COAST(2.0),A: Annual,2012,KI: Kiribati,COASTALPOPAF: Coastal population in absolute frequency,5KM: 5km from coasts,105300,N: units,,E: Estimated value,,Percentage of coastal population based on 2015 census. 100% coastal.
SPC:DF_POP_COAST(2.0),A: Annual,2013,KI: Kiribati,COASTALPOPAF: Coastal population in absolute frequency,5KM: 5km from coasts,106600,N: units,,E: Estimated value,,Percentage of coastal population based on 2015 census. 100% coastal.
SPC:DF_POP_COAST(2.0),A: Annual,2014,KI: Kiribati,COASTALPOPAF: Coastal population in absolute frequency,5KM: 5km from coasts,107800,N: units,,E: Estimated value,,Percentage of coastal population based on 2015 census. 100% coastal.
SPC:DF_POP_COAST(2.0),A: Annual,2015,KI: Kiribati,COASTALPOPAF: Coastal population in absolute frequency,5KM: 5km from coasts,109119,N: units,,E: Estimated value,,Percentage of coastal population based on 2015 census. 100% coastal.
SPC:DF_POP_COAST(2.0),A: Annual,2016,KI: Kiribati,COASTALPOPAF: Coastal population in absolute frequency,5KM: 5km from coasts,110981,N: units,,E: Estimated value,,Percentage of coastal population based on 2015 census. 100% coastal.
SPC:DF_POP_COAST(2.0),A: Annual,2017,KI: Kiribati,COASTALPOPAF: Coastal population in absolute frequency,5KM: 5km from coasts,112880,N: units,,E: Estimated value,,Percentage of coastal population based on 2015 census. 100% coastal.
SPC:DF_POP_COAST(2.0),A: Annual,2018,KI: Kiribati,COASTALPOPAF: Coastal population in absolute frequency,5KM: 5km from coasts,114807,N: units,,E: Estimated value,,Percentage of coastal population based on 2015 census. 100% coastal.
SPC:DF_POP_COAST(2.0),A: Annual,2019,KI: Kiribati,COASTALPOPAF: Coastal population in absolute frequency,5KM: 5km from coasts,116766,N: units,,E: Estimated value,,Percentage of coastal population based on 2015 census. 100% coastal.
SPC:DF_POP_COAST(2.0),A: Annual,2020,KI: Kiribati,COASTALPOPAF: Coastal population in absolute frequency,5KM: 5km from coasts,118744,N: units,,E: Estimated value,,Percentage of coastal population based on 2015 census. 100% coastal.
SPC:DF_POP_COAST(2.0),A: Annual,2021,KI: Kiribati,COASTALPOPAF: Coastal population in absolute frequency,5KM: 5km from coasts,120740,N: units,,E: Estimated value,,Percentage of coastal population based on 2015 census. 100% coastal.
SPC:DF_POP_COAST(2.0),A: Annual,2010,MELXPNG: Melanesia (excluding PNG),COASTALPOPAF: Coastal population in absolute frequency,5KM: 5km from coasts,1623000,N: units,,E: Estimated value,,
SPC:DF_POP_COAST(2.0),A: Annual,2011,MELXPNG: Melanesia (excluding PNG),COASTALPOPAF: Coastal population in absolute frequency,5KM: 5km from coasts,1648000,N: units,,E: Estimated value,,
SPC:DF_POP_COAST(2.0),A: Annual,2012,MELXPNG: Melanesia (excluding PNG),COASTALPOPAF: Coastal population in absolute frequency,5KM: 5km from coasts,1673000,N: units,,E: Estimated value,,
SPC:DF_POP_COAST(2.0),A: Annual,2013,MELXPNG: Melanesia (excluding PNG),COASTALPOPAF: Coastal population in absolute frequency,5KM: 5km from coasts,1697000,N: units,,E: Estimated value,,
SPC:DF_POP_COAST(2.0),A: Annual,2014,MELXPNG: Melanesia (excluding PNG),COASTALPOPAF: Coastal population in absolute frequency,5KM: 5km from coasts,1722000,N: units,,E: Estimated value,,
SPC:DF_POP_COAST(2.0),A: Annual,2015,MELXPNG: Melanesia (excluding PNG),COASTALPOPAF: Coastal population in absolute frequency,5KM: 5km from coasts,1744000,N: units,,E: Estimated value,,
SPC:DF_POP_COAST(2.0),A: Annual,2016,MELXPNG: Melanesia (excluding PNG),COASTALPOPAF: Coastal population in absolute frequency,5KM: 5km from coasts,1766000,N: units,,E: Estimated value,,
SPC:DF_POP_COAST(2.0),A: Annual,2017,MELXPNG: Melanesia (excluding PNG),COASTALPOPAF: Coastal population in absolute frequency,5KM: 5km from coasts,1788000,N: units,,E: Estimated value,,
SPC:DF_POP_COAST(2.0),A: Annual,2018,MELXPNG: Melanesia (excluding PNG),COASTALPOPAF: Coastal population in absolute frequency,5KM: 5km from coasts,1812000,N: units,,E: Estimated value,,
SPC:DF_POP_COAST(2.0),A: Annual,2019,MELXPNG: Melanesia (excluding PNG),COASTALPOPAF: Coastal population in absolute frequency,5KM: 5km from coasts,1835000,N: units,,E: Estimated value,,
SPC:DF_POP_COAST(2.0),A: Annual,2020,MELXPNG: Melanesia (excluding PNG),COASTALPOPAF: Coastal population in absolute frequency,5KM: 5km from coasts,1859000,N: units,,E: Estimated value,,
SPC:DF_POP_COAST(2.0),A: Annual,2021,MELXPNG: Melanesia (excluding PNG),COASTALPOPAF: Coastal population in absolute frequency,5KM: 5km from coasts,1883000,N: units,,E: Estimated value,,
SPC:DF_POP_COAST(2.0),A: Annual,2010,FJ: Fiji,COASTALPOPRF: Coastal population in relative frequency,1KM: 1km from coasts,27,PERCENT: percent,,E: Estimated value,,Percentage of coastal population based on 2007 census. GPS Houshold locations without population data + apportioned population numbers from census.
SPC:DF_POP_COAST(2.0),A: Annual,2011,FJ: Fiji,COASTALPOPRF: Coastal population in relative frequency,1KM: 1km from coasts,27,PERCENT: percent,,E: Estimated value,,Percentage of coastal population based on 2007 census. GPS Houshold locations without population data + apportioned population numbers from census.
SPC:DF_POP_COAST(2.0),A: Annual,2012,FJ: Fiji,COASTALPOPRF: Coastal population in relative frequency,1KM: 1km from coasts,27,PERCENT: percent,,E: Estimated value,,Percentage of coastal population based on 2007 census. GPS Houshold locations without population data + apportioned population numbers from census.
SPC:DF_POP_COAST(2.0),A: Annual,2013,FJ: Fiji,COASTALPOPRF: Coastal population in relative frequency,1KM: 1km from coasts,27,PERCENT: percent,,E: Estimated value,,Percentage of coastal population based on 2007 census. GPS Houshold locations without population data + apportioned population numbers from census.
SPC:DF_POP_COAST(2.0),A: Annual,2014,FJ: Fiji,COASTALPOPRF: Coastal population in relative frequency,1KM: 1km from coasts,27,PERCENT: percent,,E: Estimated value,,Percentage of coastal population based on 2007 census. GPS Houshold locations without population data + apportioned population numbers from census.
SPC:DF_POP_COAST(2.0),A: Annual,2015,FJ: Fiji,COASTALPOPRF: Coastal population in relative frequency,1KM: 1km from coasts,27,PERCENT: percent,,E: Estimated value,,Percentage of coastal population based on 2007 census. GPS Houshold locations without population data + apportioned population numbers from census.
SPC:DF_POP_COAST(2.0),A: Annual,2016,FJ: Fiji,COASTALPOPRF: Coastal population in relative frequency,1KM: 1km from coasts,27,PERCENT: percent,,E: Estimated value,,Percentage of coastal population based on 2007 census. GPS Houshold locations without population data + apportioned population numbers from census.
SPC:DF_POP_COAST(2.0),A: Annual,2017,FJ: Fiji,COASTALPOPRF: Coastal population in relative frequency,1KM: 1km from coasts,27,PERCENT: percent,,E: Estimated value,,Percentage of coastal population based on 2007 census. GPS Houshold locations without population data + apportioned population numbers from census.
SPC:DF_POP_COAST(2.0),A: Annual,2018,FJ: Fiji,COASTALPOPRF: Coastal population in relative frequency,1KM: 1km from coasts,27,PERCENT: percent,,E: Estimated value,,Percentage of coastal population based on 2007 census. GPS Houshold locations without population data + apportioned population numbers from census.
SPC:DF_POP_COAST(2.0),A: Annual,2019,FJ: Fiji,COASTALPOPRF: Coastal population in relative frequency,1KM: 1km from coasts,27,PERCENT: percent,,E: Estimated value,,Percentage of coastal population based on 2007 census. GPS Houshold locations without population data + apportioned population numbers from census.
SPC:DF_POP_COAST(2.0),A: Annual,2020,FJ: Fiji,COASTALPOPRF: Coastal population in relative frequency,1KM: 1km from coasts,27,PERCENT: percent,,E: Estimated value,,Percentage of coastal population based on 2007 census. GPS Houshold locations without population data + apportioned population numbers from census.
SPC:DF_POP_COAST(2.0),A: Annual,2021,FJ: Fiji,COASTALPOPRF: Coastal population in relative frequency,1KM: 1km from coasts,27,PERCENT: percent,,E: Estimated value,,Percentage of coastal population based on 2007 census. GPS Houshold locations without population data + apportioned population numbers from census.
SPC:DF_POP_COAST(2.0),A: Annual,2010,MH: Marshall Islands,COASTALPOPRF: Coastal population in relative frequency,1KM: 1km from coasts,100,PERCENT: percent,,E: Estimated value,,Percentage of coastal population based on 2011 census. 100% coastal.
SPC:DF_POP_COAST(2.0),A: Annual,2011,MH: Marshall Islands,COASTALPOPRF: Coastal population in relative frequency,1KM: 1km from coasts,100,PERCENT: percent,,E: Estimated value,,Percentage of coastal population based on 2011 census. 100% coastal.
SPC:DF_POP_COAST(2.0),A: Annual,2012,MH: Marshall Islands,COASTALPOPRF: Coastal population in relative frequency,1KM: 1km from coasts,100,PERCENT: percent,,E: Estimated value,,Percentage of coastal population based on 2011 census. 100% coastal.
